group,client_id,avg_sum
test,188,18.660819856228763
test,189,19.33162272091903
test,190,821.4607030187253
test,191,619.3710586693995
test,192,25.06985649086297
test,193,44.99705127173077
test,194,82.25938154763243
test,195,238.6980224825319
test,196,118.79869780881963
test,197,12.333048367773511
test,198,299.0654305175319
test,199,397.6644042210955
test,200,196.5435165029963
test,201,680.9590305200047
test,202,43.781104136460804
test,203,670.8195357020569
test,204,387.29122562689963
test,205,97.56310613253233
test,206,30.616007715926216
test,207,64.12614958208272
test,208,458.9782861038418
test,209,118.45043490033649
test,210,49.37848808230346
test,211,17.242011464413903
test,212,34.58395324970133
test,213,173.1135806034121
test,214,579.3708180721081
test,215,174.35142122802506
test,216,245.45365718186238
test,217,77.30304998390858
test,218,108.53881729534929
test,219,56.27991013643152
test,220,0.8735608193775665
test,221,156.7042055990474
test,222,326.4864071510085
test,223,21.581436745570798
test,224,88.98027925490702
test,225,693.8225200712329
test,226,230.0130328969058
test,227,72.65695845595668
test,228,360.7534109149905
test,229,141.19670694065385
test,230,366.11767881029624
test,231,119.13149700685793
test,232,100.64395228178775
test,233,173.74208856413154
test,234,96.84190131301871
test,235,496.60858746698364
test,236,131.64457321072322
test,237,448.3833818389276
test,238,18.11176391632276
test,239,32.32759793012763
test,240,322.62755728850215
test,241,201.73378616628844
test,242,105.13717410141571
test,243,133.49604668166373
test,244,127.85849832178012
test,245,180.59002383235742
test,246,43.13460779722015
test,247,220.69745699075574
test,248,1139.4799876754837
test,249,106.06383375537345
test,250,461.9458470192244
test,251,151.0239466650976
test,252,17.90095910266899
test,253,32.00546047611346
test,254,167.1926010607566
test,255,456.2525937208117
test,256,151.20891819045468
test,257,274.19287617101526
test,258,462.77134457925405
test,259,148.18029580047624
test,260,26.653064623229362
test,261,270.80699574085764
test,262,23.85392873697115
test,263,76.18043656559448
test,264,60.58580920398793
test,265,34.37236774295747
test,266,83.73840036370665
test,267,306.5845434127665
test,268,1204.9509912459462
test,269,118.9018872909577
test,270,154.28148634910644
test,271,54.51230687699285
test,272,284.6380728308132
test,273,58.75806344569222
test,274,156.7536314449323
test,275,57.26589439001345
test,276,73.38133367873672
test,277,104.99226223873288
test,278,92.20401178258925
test,279,51.51064165597198
test,280,419.1249644860123
test,281,392.4514838360421
test,282,232.22579681544798
test,283,161.29680649604416
test,284,265.89572823429927
test,285,92.60090274745575
test,286,374.83851418445187
test,287,12.109212301982717
test,288,86.37766891027029
test,289,70.5572439429229
test,290,29.836692663226994
test,291,103.10287207260178
test,292,58.61007222858227
test,293,68.68946985555002
test,294,131.43298528752126
test,295,5.170469286477675
test,296,423.18641025049277
test,297,89.34186114327811
test,298,33.43171013416706
test,299,34.747932293296834
test,300,78.86557052952323
test,301,224.69001239303654
test,302,334.41458970537457
test,303,121.4994261691041
test,304,57.66013584262746
test,305,3.959158164293447
test,306,144.9550019308315
control,307,141.25873803074893
control,308,9.723965035207394
control,309,6.561792678655152
control,310,164.93853186569305
control,311,197.55811134117394
control,312,205.5591133707441
control,313,494.4530369584867
control,314,267.9555195812984
control,315,259.56388618532185
control,316,121.15359512962952
control,317,74.60058759783317
control,318,40.59440692914295
control,319,10.040927642948681
control,320,192.4175245675093
control,321,42.961338911967744
control,322,100.19466301699445
control,323,785.1288811199838
control,324,48.47647071168315
control,325,10.485905716987034
control,326,302.2936896275812
control,327,19.82424266100335
control,328,123.93604130212081
control,329,359.80756148327436
control,330,3.2603711614000623
control,331,162.38073693962065
control,332,295.10414642094156
control,333,179.364325143687
control,334,36.76483304912734
control,335,126.25994371301472
control,336,76.46718556145255
control,337,63.53384960781533
control,338,177.54865318054422
control,339,93.14978516456786
control,340,7.229009648400048
control,341,244.77994605521116
control,342,409.28329755111673
control,343,636.9174477510929
control,344,270.43478615825325
control,345,269.988162427272
control,346,99.8281399007564
control,347,97.17394425811192
control,348,58.18543598420596
control,349,182.07353364153144
control,350,15.286784782250724
control,351,22.399635594171027
control,352,167.48008328956035
control,353,269.52667112277965
control,354,43.406186657584996
control,355,299.17645504670526
control,356,199.63004499329938
control,357,307.3087069379376
control,358,509.5075214396204
control,359,47.25340029732718
control,360,263.1193015013626
control,361,176.03713793364895
control,362,8.799481109111845
control,363,98.20832685119537
control,364,19.457078128814864
control,365,76.88194295516932
control,366,13.437623537588188
control,367,227.6806894527636
control,368,70.65159276089916
control,369,85.27438918501102
control,370,65.76742200547574
control,371,51.36770932210458
control,372,51.60288751225201
control,373,220.15943996875924
control,374,105.35868198373701
control,375,68.47195872969091
control,376,358.19504460770696
control,377,96.08420430312435
control,378,131.50396926596258
control,379,266.9997644444699
control,380,128.67444544950135
control,381,315.34817547440167
control,382,67.4664895419612
control,383,20.071990164718535
control,384,263.3071271527605
control,385,121.86791350485309
control,386,172.94653255377006
control,387,21.610566603096675
control,388,88.04618983846105
control,389,293.4567107257729
control,390,390.98547652720265
control,391,84.09913285705554
control,392,124.41260663468697
control,393,164.59333509375438
control,394,160.03752101500552
control,395,370.3913715872846
control,396,19.71647464372198
control,397,30.03280169964945
control,398,335.860727628332
control,399,76.97823490042126
control,400,75.01677180751928
control,401,225.7869793854383
control,402,49.434817816842404
control,403,23.692379064262955
control,404,36.5367429170814
control,405,102.61484805596596
control,406,843.9693049529475
control,407,24.72957354430295
control,408,8.638312725395247
control,409,85.24939446056126
control,410,263.5097641852865
control,411,208.33538541070791
control,412,78.05369877695713
control,413,384.69319626877234
control,414,16.51478894181822
control,415,44.25908714065078
control,416,169.73768896844342
control,417,40.61791269536494
control,418,28.08623161960992
control,419,63.707916599394416
control,420,46.90013911046268
control,421,191.05438376548994
control,422,276.23608090046156
control,423,18.968312757244043
control,424,102.95806385950779
control,425,173.35774283182093
control,426,54.619432485920214
control,427,376.1214011415571
control,428,71.83863997689092
control,429,182.86810823478314
control,430,229.63041717235222
control,431,127.18484872854697
control,432,253.3736479769933
control,433,387.58529885672436
control,434,204.8089211030005
control,435,29.075293560572604
control,436,94.26888256952377
control,437,23.909567334024224
control,438,12.981958331007405
control,439,36.183251377663794
control,440,16.664946066752407
control,441,56.133082372827985
control,442,100.52998733802417
control,443,68.76906166544961
control,444,182.73765907410046
control,445,69.17798832633807
control,446,116.64552466288463
control,447,15.395379545718315
control,448,16.95840240465527
control,449,67.9546272047726
control,450,14.563471074777645
control,451,509.0566530571071
control,452,147.21133015571397
control,453,83.06984829090477
control,454,124.84626909983035
control,455,148.08563180163958
control,456,112.26080095669616
control,457,8.173355089934583
control,458,56.02618807974626
control,459,115.33199107954043
control,460,1.1226322198133307
control,461,65.19096566193002
control,462,19.036464738841413
control,463,427.1759143814941
control,464,118.12626065922845
control,465,150.47406697066853
control,466,197.12644263320755
control,467,458.75873138885555
control,468,13.959044580607458
control,469,12.130450648098837
control,470,124.00963887374428
control,471,167.04524520884564
control,472,37.32111586589254
control,473,269.16559064842426
control,474,37.52485447288303
control,475,286.957675775144
control,476,82.81196009113245
control,477,18.060229335462587
control,478,129.5987111770926
control,479,55.65149475510998
control,480,108.83423614002196
control,481,4.259488336875215
control,482,10.429617743153035
control,483,108.60449033354995
control,484,132.80840367812695
control,485,26.388696915033325
control,486,136.20301330128427
control,487,107.35791387265456
control,488,22.71921561173
control,489,174.8939260951382
control,490,220.26251620389522
control,491,55.08376043652059
control,492,138.48498975710447
control,493,22.922284739477483
control,494,43.00027785930333
control,495,35.57163185686401
control,496,87.7582023019874
control,497,52.432365485942974
control,498,265.86398951894665
control,499,21.85236199801929
control,500,103.96998919879793
control,501,13.207556397701518
control,502,107.55016742543398
control,503,416.6090189669654
control,504,241.81816449771756
control,505,475.8790989241949
control,506,5.027963268540472
control,507,130.94836719863684
control,508,11.7106581790363
control,509,87.55734553136512
control,510,132.65815941882622
control,511,105.36582557160907
control,512,34.77522275138979
control,513,243.85208484389665
control,514,171.53473109837208
control,515,148.27812759761704
control,516,155.81607474921012
control,517,17.64466077704593
control,518,71.24135193909837
control,519,74.78302548631886
control,520,330.2570620864549
control,521,31.363553765709714
control,522,206.55836193108252
control,523,110.98016972193419
control,524,138.99464229549048
control,525,62.80602657584578
control,526,8.929591636916191
control,527,248.47692048288303
control,528,166.75668619357666
control,529,27.33140344019648
control,530,95.67224286989274
control,531,169.86773757048255
control,532,141.6274525722542
control,533,20.642626456835313
control,534,346.85398255285213
control,535,165.98054296811378
control,536,10.207434437167327
control,537,169.43084214690288
control,538,81.79646462885007
control,539,142.5931371864181
control,540,209.34055707883547
control,541,25.852278985634328
control,542,233.0506346325785
control,543,18.783000662366376
control,544,125.23824324470404
control,545,291.17015185875465
control,546,68.90182393261045
control,547,107.20865507661276
control,548,64.63298783698647
control,549,102.7591885441891
control,550,27.036276051074672
control,551,85.18612803228513
control,552,530.8375914592065
control,553,30.09213008820278
control,554,411.506347742795
control,555,88.1139595908734
control,556,77.95535595243858
control,557,253.64704748262923
control,558,141.76908156571784
control,559,113.88214519563806
control,560,32.68376892591978
control,561,46.638975883790515
control,562,292.9365103526498
control,563,413.3392728387216
control,564,65.21632070062752
control,565,31.81716770547681
control,566,279.0462302194293
control,567,4.3660909400902295
control,568,163.90045683355717
control,569,84.878587256119
control,570,20.827223538149873
control,571,95.71334004624946
control,572,396.74901974536994
control,573,294.7236260266155
control,574,93.74170571362322
control,575,107.61484038725295
control,576,420.62417158931373
control,577,270.4237741467869
control,578,58.11214046030828
control,579,4.525080975505284
control,580,60.15356611072069
control,581,86.9766078618176
control,582,468.4001325356336
control,583,162.5248511254701
control,584,149.22511770599442
control,585,112.72091979922193
control,586,159.8563684354072
control,587,28.905658406441624
control,588,249.07569738838944
control,589,104.42257184424352
control,590,105.03269916372498
control,591,594.2521403461639
control,592,59.62331270670175
control,593,375.0686378590527
control,594,86.05786846314106
control,595,394.20050272159705
control,596,209.075971990744
control,597,57.990290534337554
control,598,42.57703694710938
control,599,178.32009685295716
control,600,78.74682361339201
